,일자,시장평균_미국(달러)(통화대원),국채금리_미국국채(3개월)(%),국채금리_미국국채(6개월)(%),국채금리_미국국채(1년)(%),국채금리_미국국채(5년)(%),국채금리_미국국채(10년)(%),콜금리(1일물중개거래)(%),무담보콜금리(1일물 은행간직거래(%),무담보콜금리 전체(%),주택 ·수도 · 전기 및 연료(2020=100),시장금리:국채(국민주택채권1종5년)(%),전국(2022.01=100),장단기금리차(2020=100),한은소비자동향조사(CSI)_소비자심리지수(Pt),미국 SP 500 Index(종가)(Pt),건설기성액(실질)(2020=100),건설수주(백만원),건설수주액(실질)(2020=100),건설투자(%)
729,201230,1093.2,0.081,0.089,0.112,0.37,0.926,0.57,0.49,0.5,100.18,1.482,85.56763,0.74,99,3732.04,9937.7,18059105,15719,-1.7
730,201231,1088,0.079,0.089,0.112,0.361,0.916,0.61,0.51,0.51,100.3,1.482,86.73481,0.77,91,3756.07,9935.3,29218726,16123,1.5
731,210101,1088,0.079,0.089,0.112,0.361,0.916,0.61,0.51,0.51,100.3,1.482,86.73481,0.77,91,3756.07,9935.3,29218726,16123,1.5
732,210102,1088,0.079,0.089,0.112,0.361,0.916,0.61,0.51,0.51,100.3,1.482,86.73481,0.77,91,3756.07,9935.3,29218726,16123,1.5
733,210103,1088,0.076,0.096,0.112,0.369,0.93,0.61,0.51,0.51,100.3,1.482,86.73481,0.77,91,3756.07,9935.3,29218726,16123,1.5
734,210104,1088,0.079,0.084,0.104,0.353,0.918,0.53,0.51,0.51,100.3,1.473,86.73481,0.77,91,3700.65,9935.3,29218726,16123,1.5
735,210105,1083.1,0.084,0.086,0.101,0.377,0.955,0.48,0.51,0.51,100.3,1.447,86.73481,0.77,91,3726.86,9935.3,29218726,16123,1.5
736,210106,1086.1,0.089,0.091,0.109,0.427,1.039,0.48,0.51,0.51,100.3,1.47,86.73481,0.77,91,3748.14,9935.3,29218726,16123,1.5
737,210107,1086.8,0.086,0.091,0.107,0.458,1.081,0.49,0.51,0.51,100.3,1.471,86.73481,0.77,91,3803.79,9935.3,29218726,16123,1.5
738,210108,1087.7,0.086,0.091,0.101,0.486,1.119,0.48,0.51,0.51,100.3,1.473,86.73481,0.77,91,3824.68,9935.3,29218726,16123,1.5
739,210109,1087.7,0.086,0.091,0.101,0.486,1.119,0.48,0.51,0.51,100.3,1.473,86.73481,0.77,91,3824.68,9935.3,29218726,16123,1.5
740,210110,1087.7,0.086,0.091,0.104,0.486,1.119,0.48,0.51,0.51,100.3,1.473,86.73481,0.77,91,3824.68,9935.3,29218726,16123,1.5
741,210111,1094.4,0.086,0.091,0.104,0.506,1.144,0.51,0.51,0.51,100.3,1.451,86.73481,0.77,91,3799.61,9935.3,29218726,16123,1.5
742,210112,1097.8,0.086,0.091,0.104,0.498,1.129,0.48,0.51,0.51,100.3,1.463,86.73481,0.77,91,3801.19,9935.3,29218726,16123,1.5
743,210113,1099.9,0.086,0.094,0.101,0.475,1.092,0.49,0.51,0.51,100.3,1.46,86.73481,0.77,91,3809.84,9935.3,29218726,16123,1.5
744,210114,1095,0.081,0.091,0.099,0.484,1.129,0.49,0.51,0.51,100.3,1.467,86.73481,0.77,91,3795.54,9935.3,29218726,16123,1.5
745,210115,1100.3,0.081,0.091,0.101,0.452,1.087,0.5,0.51,0.51,100.3,1.455,86.73481,0.77,91,3768.25,9935.3,29218726,16123,1.5
746,210116,1100.3,0.081,0.091,0.101,0.452,1.087,0.5,0.51,0.51,100.3,1.455,86.73481,0.77,91,3768.25,9935.3,29218726,16123,1.5
747,210117,1100.3,0.081,0.091,0.101,0.452,1.087,0.5,0.51,0.51,100.3,1.455,86.73481,0.77,91,3768.25,9935.3,29218726,16123,1.5
748,210118,1097.9,0.081,0.096,0.101,0.46,1.1,0.51,0.51,0.51,100.3,1.447,86.73481,0.77,91,3768.25,9935.3,29218726,16123,1.5
749,210119,1104.4,0.089,0.096,0.101,0.447,1.092,0.48,0.51,0.51,100.3,1.442,86.73481,0.77,91,3798.91,9935.3,29218726,16123,1.5
750,210120,1102.1,0.081,0.091,0.099,0.441,1.077,0.48,0.51,0.51,100.3,1.429,86.73481,0.77,91,3851.85,9935.3,29218726,16123,1.5
751,210121,1100,0.081,0.091,0.096,0.447,1.109,0.48,0.51,0.51,100.3,1.429,86.73481,0.77,91,3853.07,9935.3,29218726,16123,1.5
752,210122,1099.2,0.079,0.089,0.094,0.433,1.086,0.49,0.51,0.51,100.3,1.456,86.73481,0.77,91,3841.47,9935.3,29218726,16123,1.5
753,210123,1099.2,0.079,0.089,0.094,0.433,1.086,0.49,0.51,0.51,100.3,1.456,86.73481,0.77,91,3841.47,9935.3,29218726,16123,1.5
754,210124,1099.2,0.076,0.086,0.104,0.438,1.096,0.49,0.51,0.51,100.3,1.456,86.73481,0.77,91,3841.47,9935.3,29218726,16123,1.5
755,210125,1102.3,0.076,0.086,0.091,0.405,1.033,0.48,0.51,0.51,100.3,1.479,86.73481,0.77,91,3855.36,9935.3,29218726,16123,1.5
756,210126,1103.2,0.079,0.084,0.091,0.409,1.033,0.51,0.51,0.51,100.3,1.475,86.73481,0.77,91,3849.62,9935.3,29218726,16123,1.5
757,210127,1103,0.071,0.079,0.091,0.41,1.013,0.45,0.51,0.51,100.3,1.466,86.73481,0.77,91,3750.77,9935.3,29218726,16123,1.5
758,210128,1104,0.063,0.079,0.086,0.432,1.052,0.46,0.51,0.51,100.3,1.464,86.73481,0.77,91,3787.38,9935.3,29218726,16123,1.5
759,210129,1114.6,0.058,0.074,0.084,0.426,1.071,0.52,0.51,0.51,100.3,1.453,86.73481,0.77,91,3714.24,9935.3,29218726,16123,1.5
760,210130,1114.6,0.058,0.074,0.084,0.426,1.071,0.52,0.51,0.51,100.3,1.453,86.73481,0.77,91,3714.24,9935.3,29218726,16123,1.5
761,210131,1114.6,0.063,0.071,0.091,0.424,1.071,0.52,0.49,0.49,100.35,1.453,87.76706,0.82,95.3,3714.24,9832.9,12915638,16606,1.5
762,210201,1117.2,0.056,0.071,0.079,0.424,1.079,0.49,0.49,0.49,100.35,1.475,87.76706,0.82,95.3,3773.86,9832.9,12915638,16606,1.5
763,210202,1118,0.056,0.071,0.081,0.438,1.095,0.47,0.49,0.49,100.35,1.45,87.76706,0.82,95.3,3826.31,9832.9,12915638,16606,1.5
764,210203,1116.6,0.046,0.061,0.076,0.464,1.139,0.45,0.49,0.49,100.35,1.449,87.76706,0.82,95.3,3830.17,9832.9,12915638,16606,1.5
765,210204,1114,0.038,0.053,0.071,0.458,1.136,0.47,0.49,0.49,100.35,1.453,87.76706,0.82,95.3,3871.74,9832.9,12915638,16606,1.5
766,210205,1116.7,0.033,0.046,0.063,0.466,1.169,0.46,0.49,0.49,100.35,1.445,87.76706,0.82,95.3,3886.83,9832.9,12915638,16606,1.5
767,210206,1116.7,0.033,0.046,0.063,0.466,1.169,0.46,0.49,0.49,100.35,1.445,87.76706,0.82,95.3,3886.83,9832.9,12915638,16606,1.5
768,210207,1116.7,0.038,0.046,0.071,0.469,1.174,0.46,0.49,0.49,100.35,1.445,87.76706,0.82,95.3,3886.83,9832.9,12915638,16606,1.5
769,210208,1124,0.03,0.048,0.066,0.482,1.176,0.48,0.49,0.49,100.35,1.458,87.76706,0.82,95.3,3915.59,9832.9,12915638,16606,1.5
770,210209,1119.1,0.041,0.053,0.074,0.475,1.16,0.49,0.49,0.49,100.35,1.449,87.76706,0.82,95.3,3911.23,9832.9,12915638,16606,1.5
771,210210,1116,0.041,0.056,0.071,0.451,1.124,0.49,0.49,0.49,100.35,1.457,87.76706,0.82,95.3,3909.88,9832.9,12915638,16606,1.5
772,210211,1116,0.041,0.056,0.071,0.464,1.165,0.49,0.49,0.49,100.35,1.457,87.76706,0.82,95.3,3916.38,9832.9,12915638,16606,1.5
773,210212,1116,0.041,0.056,0.066,0.493,1.21,0.49,0.49,0.49,100.35,1.457,87.76706,0.82,95.3,3934.83,9832.9,12915638,16606,1.5
774,210213,1116,0.041,0.056,0.066,0.493,1.21,0.49,0.49,0.49,100.35,1.457,87.76706,0.82,95.3,3934.83,9832.9,12915638,16606,1.5
775,210214,1116,0.041,0.056,0.066,0.493,1.21,0.49,0.49,0.49,100.35,1.457,87.76706,0.82,95.3,3934.83,9832.9,12915638,16606,1.5
776,210215,1110.1,0.041,0.058,0.068,0.522,1.25,0.49,0.49,0.49,100.35,1.476,87.76706,0.82,95.3,3934.83,9832.9,12915638,16606,1.5
777,210216,1103.1,0.041,0.056,0.068,0.572,1.311,0.5,0.49,0.49,100.35,1.453,87.76706,0.82,95.3,3932.59,9832.9,12915638,16606,1.5
778,210217,1099.7,0.041,0.056,0.068,0.554,1.282,0.47,0.49,0.49,100.35,1.46,87.76706,0.82,95.3,3931.33,9832.9,12915638,16606,1.5
779,210218,1107.7,0.038,0.041,0.056,0.554,1.297,0.49,0.49,0.49,100.35,1.449,87.76706,0.82,95.3,3913.97,9832.9,12915638,16606,1.5
780,210219,1105.7,0.033,0.041,0.056,0.577,1.34,0.51,0.49,0.49,100.35,1.462,87.76706,0.82,95.3,3906.71,9832.9,12915638,16606,1.5
781,210220,1105.7,0.033,0.041,0.056,0.577,1.34,0.51,0.49,0.49,100.35,1.462,87.76706,0.82,95.3,3906.71,9832.9,12915638,16606,1.5
782,210221,1105.7,0.03,0.041,0.056,0.597,1.362,0.51,0.49,0.49,100.35,1.462,87.76706,0.82,95.3,3906.71,9832.9,12915638,16606,1.5
783,210222,1107.1,0.03,0.046,0.056,0.6,1.369,0.5,0.49,0.49,100.35,1.499,87.76706,0.82,95.3,3876.5,9832.9,12915638,16606,1.5
784,210223,1106.5,0.033,0.053,0.074,0.57,1.343,0.49,0.49,0.49,100.35,1.494,87.76706,0.82,95.3,3881.37,9832.9,12915638,16606,1.5
785,210224,1110.8,0.033,0.051,0.076,0.602,1.372,0.5,0.49,0.49,100.35,1.48,87.76706,0.82,95.3,3925.43,9832.9,12915638,16606,1.5
786,210225,1110.2,0.043,0.061,0.089,0.82,1.53,0.52,0.49,0.49,100.35,1.501,87.76706,0.82,95.3,3829.34,9832.9,12915638,16606,1.5
787,210226,1108.4,0.043,0.051,0.076,0.73,1.407,0.59,0.49,0.49,100.35,1.57,87.76706,0.82,95.3,3811.15,9832.9,12915638,16606,1.5
788,210227,1108.4,0.043,0.051,0.076,0.73,1.407,0.59,0.49,0.49,100.35,1.57,87.76706,0.82,95.3,3811.15,9832.9,12915638,16606,1.5
789,210228,1108.4,0.041,0.056,0.081,0.704,1.395,0.59,0.49,0.49,100.89,1.57,88.96241,0.83,97.4,3811.15,9736.9,12230562,16248.1,1.5
790,210301,1108.4,0.035,0.063,0.076,0.698,1.426,0.59,0.49,0.49,100.89,1.57,88.96241,0.83,97.4,3901.82,9736.9,12230562,16248.1,1.5
791,210302,1121.8,0.041,0.061,0.076,0.663,1.398,0.47,0.49,0.49,100.89,1.571,88.96241,0.83,97.4,3870.29,9736.9,12230562,16248.1,1.5
792,210303,1121.3,0.041,0.061,0.079,0.732,1.484,0.47,0.49,0.49,100.89,1.549,88.96241,0.83,97.4,3819.72,9736.9,12230562,16248.1,1.5
793,210304,1122.9,0.038,0.061,0.079,0.782,1.557,0.45,0.49,0.49,100.89,1.55,88.96241,0.83,97.4,3768.47,9736.9,12230562,16248.1,1.5
794,210305,1126.2,0.038,0.063,0.081,0.803,1.577,0.47,0.49,0.49,100.89,1.568,88.96241,0.83,97.4,3841.94,9736.9,12230562,16248.1,1.5
795,210306,1126.2,0.038,0.063,0.081,0.803,1.577,0.47,0.49,0.49,100.89,1.568,88.96241,0.83,97.4,3841.94,9736.9,12230562,16248.1,1.5
796,210307,1126.2,0.036,0.061,0.081,0.823,1.599,0.47,0.49,0.49,100.89,1.568,88.96241,0.83,97.4,3841.94,9736.9,12230562,16248.1,1.5
797,210308,1129.4,0.041,0.061,0.084,0.86,1.603,0.48,0.49,0.49,100.89,1.615,88.96241,0.83,97.4,3821.35,9736.9,12230562,16248.1,1.5
798,210309,1131.3,0.041,0.061,0.089,0.808,1.528,0.52,0.49,0.49,100.89,1.694,88.96241,0.83,97.4,3875.44,9736.9,12230562,16248.1,1.5
799,210310,1141.1,0.041,0.056,0.086,0.789,1.521,0.49,0.49,0.49,100.89,1.675,88.96241,0.83,97.4,3898.81,9736.9,12230562,16248.1,1.5
800,210311,1140.7,0.038,0.053,0.081,0.786,1.535,0.5,0.49,0.49,100.89,1.642,88.96241,0.83,97.4,3939.34,9736.9,12230562,16248.1,1.5
801,210312,1137.3,0.03,0.046,0.076,0.842,1.625,0.53,0.49,0.49,100.89,1.697,88.96241,0.83,97.4,3943.34,9736.9,12230562,16248.1,1.5
802,210313,1137.3,0.03,0.046,0.076,0.842,1.625,0.53,0.49,0.49,100.89,1.697,88.96241,0.83,97.4,3943.34,9736.9,12230562,16248.1,1.5
803,210314,1137.3,0.03,0.048,0.076,0.848,1.637,0.53,0.49,0.49,100.89,1.697,88.96241,0.83,97.4,3943.34,9736.9,12230562,16248.1,1.5
804,210315,1130.7,0.025,0.048,0.076,0.829,1.607,0.51,0.49,0.49,100.89,1.734,88.96241,0.83,97.4,3968.94,9736.9,12230562,16248.1,1.5
805,210316,1135.9,0.018,0.051,0.074,0.829,1.621,0.47,0.49,0.49,100.89,1.722,88.96241,0.83,97.4,3962.71,9736.9,12230562,16248.1,1.5
806,210317,1132.5,0.018,0.048,0.068,0.802,1.646,0.46,0.49,0.49,100.89,1.754,88.96241,0.83,97.4,3974.12,9736.9,12230562,16248.1,1.5
807,210318,1131.8,0.015,0.033,0.071,0.86,1.706,0.48,0.49,0.49,100.89,1.753,88.96241,0.83,97.4,3915.46,9736.9,12230562,16248.1,1.5
808,210319,1123.7,0.01,0.025,0.061,0.8871,1.7299,0.47,0.49,0.49,100.89,1.751,88.96241,0.83,97.4,3913.1,9736.9,12230562,16248.1,1.5
809,210320,1123.7,0.01,0.025,0.061,0.8871,1.7299,0.47,0.49,0.49,100.89,1.751,88.96241,0.83,97.4,3913.1,9736.9,12230562,16248.1,1.5
810,210321,1123.7,0.015,0.033,0.063,0.8708,1.7068,0.47,0.49,0.49,100.89,1.751,88.96241,0.83,97.4,3913.1,9736.9,12230562,16248.1,1.5
811,210322,1131.8,0.01,0.035,0.066,0.8628,1.6946,0.47,0.49,0.49,100.89,1.771,88.96241,0.83,97.4,3940.59,9736.9,12230562,16248.1,1.5
812,210323,1131.3,0.015,0.041,0.063,0.8156,1.6223,0.49,0.49,0.49,100.89,1.762,88.96241,0.83,97.4,3910.52,9736.9,12230562,16248.1,1.5
813,210324,1128,0.02,0.041,0.071,0.8141,1.6137,0.47,0.49,0.49,100.89,1.711,88.96241,0.83,97.4,3889.14,9736.9,12230562,16248.1,1.5
814,210325,1133.5,0.02,0.035,0.066,0.8347,1.6332,0.51,0.49,0.49,100.89,1.696,88.96241,0.83,97.4,3909.52,9736.9,12230562,16248.1,1.5
815,210326,1134.2,0.02,0.035,0.066,0.8636,1.6742,0.48,0.49,0.49,100.89,1.702,88.96241,0.83,97.4,3974.54,9736.9,12230562,16248.1,1.5
816,210327,1134.2,0.02,0.035,0.066,0.8636,1.6742,0.48,0.49,0.49,100.89,1.702,88.96241,0.83,97.4,3974.54,9736.9,12230562,16248.1,1.5
817,210328,1134.2,0.02,0.036,0.066,0.8604,1.672,0.48,0.49,0.49,100.89,1.702,88.96241,0.83,97.4,3974.54,9736.9,12230562,16248.1,1.5
818,210329,1131.8,0.015,0.033,0.061,0.8925,1.717,0.47,0.49,0.49,100.89,1.694,88.96241,0.83,97.4,3971.09,9736.9,12230562,16248.1,1.5
819,210330,1131.7,0.023,0.041,0.061,0.8989,1.71,0.49,0.49,0.49,100.89,1.763,88.96241,0.83,97.4,3958.55,9736.9,12230562,16248.1,1.5
820,210331,1133.5,0.023,0.035,0.063,0.9377,1.744,0.59,0.49,0.49,101.18,1.755,90.13488,0.92,100.5,3972.89,9645.7,16652501,16021.4,1.5
821,210401,1132.6,0.018,0.035,0.063,0.9058,1.673,0.45,0.49,0.49,101.18,1.733,90.13488,0.92,100.5,4019.87,9645.7,16652501,16021.4,1.5
822,210402,1129.3,0.018,0.041,0.068,0.9704,1.714,0.44,0.49,0.49,101.18,1.73,90.13488,0.92,100.5,4019.87,9645.7,16652501,16021.4,1.5
823,210403,1129.3,0.018,0.041,0.068,0.9704,1.714,0.44,0.49,0.49,101.18,1.73,90.13488,0.92,100.5,4019.87,9645.7,16652501,16021.4,1.5
824,210404,1129.3,0.02,0.041,0.068,0.9607,1.705,0.44,0.49,0.49,101.18,1.73,90.13488,0.92,100.5,4019.87,9645.7,16652501,16021.4,1.5
825,210405,1127.5,0.02,0.03,0.061,0.9301,1.707,0.45,0.49,0.49,101.18,1.781,90.13488,0.92,100.5,4077.91,9645.7,16652501,16021.4,1.5
826,210406,1127.8,0.02,0.035,0.056,0.8704,1.658,0.46,0.49,0.49,101.18,1.755,90.13488,0.92,100.5,4073.94,9645.7,16652501,16021.4,1.5
827,210407,1122.9,0.015,0.03,0.058,0.8738,1.679,0.48,0.49,0.49,101.18,1.74,90.13488,0.92,100.5,4079.95,9645.7,16652501,16021.4,1.5
828,210408,1116.4,0.015,0.033,0.056,0.8384,1.626,0.46,0.49,0.49,101.18,1.716,90.13488,0.92,100.5,4097.17,9645.7,16652501,16021.4,1.5
829,210409,1118.5,0.013,0.038,0.058,0.8659,1.662,0.49,0.49,0.49,101.18,1.731,90.13488,0.92,100.5,4128.8,9645.7,16652501,16021.4,1.5
830,210410,1118.5,0.013,0.038,0.058,0.8659,1.662,0.49,0.49,0.49,101.18,1.731,90.13488,0.92,100.5,4128.8,9645.7,16652501,16021.4,1.5
831,210411,1118.5,0.013,0.038,0.061,0.8789,1.674,0.49,0.49,0.49,101.18,1.731,90.13488,0.92,100.5,4128.8,9645.7,16652501,16021.4,1.5
832,210412,1117.2,0.018,0.038,0.066,0.8854,1.669,0.53,0.49,0.49,101.18,1.712,90.13488,0.92,100.5,4127.99,9645.7,16652501,16021.4,1.5
833,210413,1124.3,0.02,0.041,0.061,0.8386,1.62,0.52,0.49,0.49,101.18,1.721,90.13488,0.92,100.5,4141.59,9645.7,16652501,16021.4,1.5
834,210414,1126.1,0.02,0.041,0.061,0.8596,1.634,0.48,0.49,0.49,101.18,1.688,90.13488,0.92,100.5,4124.66,9645.7,16652501,16021.4,1.5
835,210415,1119.9,0.015,0.041,0.063,0.8161,1.574,0.48,0.49,0.49,101.18,1.724,90.13488,0.92,100.5,4170.42,9645.7,16652501,16021.4,1.5
836,210416,1117.6,0.018,0.043,0.063,0.8372,1.59,0.48,0.49,0.49,101.18,1.728,90.13488,0.92,100.5,4185.47,9645.7,16652501,16021.4,1.5
837,210417,1117.6,0.018,0.043,0.063,0.8372,1.59,0.48,0.49,0.49,101.18,1.728,90.13488,0.92,100.5,4185.47,9645.7,16652501,16021.4,1.5
838,210418,1117.6,0.015,0.043,0.066,0.8259,1.578,0.48,0.49,0.49,101.18,1.728,90.13488,0.92,100.5,4185.47,9645.7,16652501,16021.4,1.5
839,210419,1117.9,0.02,0.041,0.061,0.834,1.61,0.49,0.49,0.49,101.18,1.701,90.13488,0.92,100.5,4163.26,9645.7,16652501,16021.4,1.5
840,210420,1118.2,0.025,0.043,0.058,0.7984,1.566,0.47,0.49,0.49,101.18,1.719,90.13488,0.92,100.5,4134.94,9645.7,16652501,16021.4,1.5
841,210421,1113.4,0.023,0.038,0.063,0.8001,1.559,0.48,0.49,0.49,101.18,1.71,90.13488,0.92,100.5,4173.42,9645.7,16652501,16021.4,1.5
842,210422,1117.4,0.02,0.038,0.063,0.7936,1.542,0.49,0.49,0.49,101.18,1.709,90.13488,0.92,100.5,4134.98,9645.7,16652501,16021.4,1.5
843,210423,1116.3,0.02,0.035,0.061,0.8164,1.559,0.5,0.49,0.49,101.18,1.737,90.13488,0.92,100.5,4180.17,9645.7,16652501,16021.4,1.5
844,210424,1116.3,0.02,0.035,0.061,0.8164,1.559,0.5,0.49,0.49,101.18,1.737,90.13488,0.92,100.5,4180.17,9645.7,16652501,16021.4,1.5
845,210425,1116.3,0.02,0.036,0.061,0.8213,1.563,0.5,0.49,0.49,101.18,1.737,90.13488,0.92,100.5,4180.17,9645.7,16652501,16021.4,1.5
846,210426,1118.9,0.015,0.035,0.061,0.8311,1.568,0.47,0.49,0.49,101.18,1.76,90.13488,0.92,100.5,4187.62,9645.7,16652501,16021.4,1.5
847,210427,1114,0.015,0.035,0.058,0.8812,1.625,0.47,0.49,0.49,101.18,1.753,90.13488,0.92,100.5,4186.72,9645.7,16652501,16021.4,1.5
848,210428,1110.8,0.018,0.035,0.053,0.8524,1.611,0.48,0.49,0.49,101.18,1.773,90.13488,0.92,100.5,4183.18,9645.7,16652501,16021.4,1.5
849,210429,1112.5,0.013,0.03,0.051,0.8668,1.641,0.48,0.49,0.49,101.18,1.776,90.13488,0.92,100.5,4211.47,9645.7,16652501,16021.4,1.5
850,210430,1107.4,0.013,0.025,0.053,0.8493,1.626,0.49,0.48,0.48,101.17,1.8,91.09067,1.01,102.3,4181.17,9634,17774868,15774.8,1.5
851,210501,1107.4,0.013,0.025,0.053,0.8493,1.626,0.49,0.48,0.48,101.17,1.8,91.09067,1.01,102.3,4181.17,9634,17774868,15774.8,1.5
852,210502,1107.4,0.013,0.025,0.051,0.8493,1.626,0.49,0.48,0.48,101.17,1.8,91.09067,1.01,102.3,4181.17,9634,17774868,15774.8,1.5
853,210503,1109.6,0.015,0.035,0.056,0.8253,1.599,0.42,0.48,0.48,101.17,1.803,91.09067,1.01,102.3,4192.66,9634,17774868,15774.8,1.5
854,210504,1119.3,0.015,0.041,0.056,0.8189,1.591,0.49,0.48,0.48,101.17,1.809,91.09067,1.01,102.3,4164.66,9634,17774868,15774.8,1.5
855,210505,1119.3,0.018,0.041,0.056,0.7948,1.571,0.49,0.48,0.48,101.17,1.809,91.09067,1.01,102.3,4167.59,9634,17774868,15774.8,1.5
856,210506,1121.1,0.015,0.041,0.053,0.8029,1.57,0.47,0.48,0.48,101.17,1.795,91.09067,1.01,102.3,4201.62,9634,17774868,15774.8,1.5
857,210507,1125.5,0.015,0.035,0.051,0.7741,1.579,0.47,0.48,0.48,101.17,1.804,91.09067,1.01,102.3,4232.6,9634,17774868,15774.8,1.5
858,210508,1125.5,0.015,0.035,0.051,0.7741,1.579,0.47,0.48,0.48,101.17,1.804,91.09067,1.01,102.3,4232.6,9634,17774868,15774.8,1.5
859,210509,1125.5,0.018,0.038,0.051,0.7741,1.584,0.47,0.48,0.48,101.17,1.804,91.09067,1.01,102.3,4232.6,9634,17774868,15774.8,1.5
860,210510,1121.4,0.01,0.035,0.048,0.7853,1.604,0.47,0.48,0.48,101.17,1.799,91.09067,1.01,102.3,4188.43,9634,17774868,15774.8,1.5
861,210511,1114.6,0.015,0.035,0.048,0.8014,1.622,0.47,0.48,0.48,101.17,1.79,91.09067,1.01,102.3,4152.1,9634,17774868,15774.8,1.5
862,210512,1119.1,0.015,0.033,0.048,0.8644,1.693,0.47,0.48,0.48,101.17,1.792,91.09067,1.01,102.3,4063.04,9634,17774868,15774.8,1.5
863,210513,1123.5,0.013,0.03,0.046,0.8289,1.659,0.46,0.48,0.48,101.17,1.813,91.09067,1.01,102.3,4112.5,9634,17774868,15774.8,1.5
864,210514,1130.6,0.01,0.03,0.048,0.8177,1.635,0.49,0.48,0.48,101.17,1.812,91.09067,1.01,102.3,4173.85,9634,17774868,15774.8,1.5
865,210515,1130.6,0.01,0.03,0.048,0.8177,1.635,0.49,0.48,0.48,101.17,1.812,91.09067,1.01,102.3,4173.85,9634,17774868,15774.8,1.5
866,210516,1130.6,0.015,0.03,0.046,0.8177,1.633,0.49,0.48,0.48,101.17,1.812,91.09067,1.01,102.3,4173.85,9634,17774868,15774.8,1.5
867,210517,1129.5,0.01,0.03,0.048,0.8355,1.652,0.48,0.48,0.48,101.17,1.787,91.09067,1.01,102.3,4163.29,9634,17774868,15774.8,1.5
868,210518,1133,0.015,0.03,0.048,0.8194,1.64,0.48,0.48,0.48,101.17,1.788,91.09067,1.01,102.3,4127.83,9634,17774868,15774.8,1.5
869,210519,1133,0.015,0.025,0.048,0.8599,1.676,0.48,0.48,0.48,101.17,1.788,91.09067,1.01,102.3,4115.68,9634,17774868,15774.8,1.5
870,210520,1133.1,0.008,0.02,0.041,0.8146,1.628,0.49,0.48,0.48,101.17,1.802,91.09067,1.01,102.3,4159.12,9634,17774868,15774.8,1.5
871,210521,1132.2,0.005,0.02,0.043,0.8212,1.623,0.5,0.48,0.48,101.17,1.792,91.09067,1.01,102.3,4155.86,9634,17774868,15774.8,1.5
872,210522,1132.2,0.005,0.02,0.043,0.8212,1.623,0.5,0.48,0.48,101.17,1.792,91.09067,1.01,102.3,4155.86,9634,17774868,15774.8,1.5
873,210523,1132.2,0.0152,0.0304,0.0482,0.8212,1.62,0.5,0.48,0.48,101.17,1.792,91.09067,1.01,102.3,4155.86,9634,17774868,15774.8,1.5
874,210524,1126.9,0.01,0.03,0.041,0.8034,1.603,0.48,0.48,0.48,101.17,1.81,91.09067,1.01,102.3,4197.05,9634,17774868,15774.8,1.5
875,210525,1127.6,0.015,0.035,0.043,0.7743,1.56,0.47,0.48,0.48,101.17,1.816,91.09067,1.01,102.3,4188.13,9634,17774868,15774.8,1.5
876,210526,1122.8,0.01,0.03,0.041,0.7824,1.581,0.49,0.48,0.48,101.17,1.832,91.09067,1.01,102.3,4195.99,9634,17774868,15774.8,1.5
877,210527,1118.6,0.01,0.03,0.041,0.8139,1.606,0.43,0.48,0.48,101.17,1.806,91.09067,1.01,102.3,4200.88,9634,17774868,15774.8,1.5
878,210528,1118,0.013,0.03,0.043,0.7883,1.581,0.48,0.48,0.48,101.17,1.85,91.09067,1.01,102.3,4204.11,9634,17774868,15774.8,1.5
879,210529,1118,0.013,0.03,0.043,0.7883,1.581,0.48,0.48,0.48,101.17,1.85,91.09067,1.01,102.3,4204.11,9634,17774868,15774.8,1.5
880,210530,1118,0.013,0.03,0.043,0.7883,1.581,0.48,0.48,0.48,101.17,1.85,91.09067,1.01,102.3,4204.11,9634,17774868,15774.8,1.5
881,210531,1116,0.0152,0.0304,0.0431,0.8075,1.61,0.51,0.48,0.48,101.44,1.905,91.96432,1.11,105.3,4204.11,9495.6,15116048,15611.1,1.5
882,210601,1113.5,0.015,0.035,0.043,0.8028,1.606,0.49,0.48,0.48,101.44,1.893,91.96432,1.11,105.3,4202.04,9495.6,15116048,15611.1,1.5
883,210602,1107,0.02,0.035,0.046,0.7948,1.589,0.47,0.48,0.48,101.44,1.891,91.96432,1.11,105.3,4208.12,9495.6,15116048,15611.1,1.5
884,210603,1110.3,0.02,0.038,0.046,0.8397,1.625,0.46,0.48,0.48,101.44,1.878,91.96432,1.11,105.3,4192.85,9495.6,15116048,15611.1,1.5
885,210604,1111.8,0.02,0.038,0.046,0.7804,1.557,0.48,0.48,0.48,101.44,1.883,91.96432,1.11,105.3,4229.89,9495.6,15116048,15611.1,1.5
886,210605,1111.8,0.02,0.038,0.046,0.7804,1.557,0.48,0.48,0.48,101.44,1.883,91.96432,1.11,105.3,4229.89,9495.6,15116048,15611.1,1.5
887,210606,1111.8,0.0254,0.038,0.0482,0.7901,1.569,0.48,0.48,0.48,101.44,1.883,91.96432,1.11,105.3,4229.89,9495.6,15116048,15611.1,1.5
888,210607,1117.5,0.025,0.038,0.051,0.7933,1.569,0.46,0.48,0.48,101.44,1.862,91.96432,1.11,105.3,4226.52,9495.6,15116048,15611.1,1.5
889,210608,1111.2,0.025,0.038,0.051,0.7757,1.538,0.45,0.48,0.48,101.44,1.836,91.96432,1.11,105.3,4227.26,9495.6,15116048,15611.1,1.5
